id,type,topic,name,description,depends_on,aids,instruction
,config,,aids.2.model,"Hjelpemidler: Dette gjelder del 2 av eksamen, som fra våren 2027 skal besvares for hånd - ingen datamaskin/nettbrett i det hele tatt. Forvent at eleven bruker en enkel vitenskapelig kalkulator (kan regne med kvadratrøtter, logaritmer, sinus/cosinus/tangens og standardavvik), egne notater på papir, lærebok og det trykte vedlegget ""Tabeller og formler i REA3046 Kjemi 2"". Grafiske kalkulatorer og kalkulatorer som kan løse likninger, er programmerbare eller kan kommunisere med andre enheter, er IKKE tillatt - og heller ikke digitale kilder eller åpent internett. Eksamen tillater uansett ikke kunstig intelligens eller chatbot som hjelpemiddel i selve eksamensgjennomføringen - denne treningsøkten er forberedelse, ikke eksamen.",,,
kf-fagsprak,concept,Kjemi som fag,Kjemisk fagspråk og notasjon,"Kjemisk fagspråk er den faste notasjonen faget bruker for å si presist hva som skjer: kjemiske formler, navnsetting av forbindelser, tilstandsformene (s), (l), (g) og (aq), og reaksjonspiler som skiller en fullstendig reaksjon fra en likevekt.",,0,
kf-bruke-fagsprak,skill,Kjemi som fag,Bruke kjemisk fagspråk i faglig kommunikasjon,"bruke kjemisk fagspråk og fagbegreper presist når hen forklarer, begrunner eller presenterer kjemifaglig innhold, i stedet for upresist eller hverdagslig språk.",kf-fagsprak,1;2,"Gi eleven en kort kjemifaglig påstand eller forklaring skrevet med upresist/hverdagslig språk, og be dem omformulere den med presist kjemisk fagspråk, eller be dem forklare en kjemisk situasjon fra pensum med riktig fagterminologi."
kf-risikovurdering,concept,Kjemi som fag,Faresymboler og risikovurdering,"Faresymbol (piktogram): den røderammede romben som viser hvilken type fare et stoff utgjør - etsende, brannfarlig, giftig, helsefarlig, miljøfarlig.
H-setninger: beskriver faren stoffet utgjør. P-setninger: sier hva man skal gjøre for å unngå eller håndtere den.
Risikovurdering: å gå gjennom et forsøk på forhånd, finne hva som kan gå galt, hvor sannsynlig og hvor alvorlig det er, og bestemme tiltakene før forsøket settes i gang.",,0,
kf-planlegge-forsok,skill,Kjemi som fag,Planlegge et forsøk og foreslå risikoreduserende tiltak,"planlegge gjennomføringen av et forsøk for å undersøke en gitt kjemifaglig problemstilling, identifisere de viktigste risikoene ved forsøket, og foreslå konkrete tiltak for å redusere risikoen.",kf-risikovurdering,2,"Gi eleven en kjemifaglig problemstilling (f.eks. å bestemme konsentrasjonen til en løsning, eller syntetisere et stoff), og be dem skissere en forsøksprosedyre samt identifisere de viktigste risikoene og hvordan disse kan reduseres."
kf-usikkerhet-feilkilder,concept,Kjemi som fag,Usikkerhet og feilkilder,"Tilfeldig feilkilde: gir spredning i gjentatte målinger, i begge retninger. Den kan reduseres ved å måle flere ganger og bruke gjennomsnittet.
Systematisk feilkilde: gir et avvik i den samme retningen hver gang, og forsvinner ikke om man måler mer - bare om feilen finnes og rettes.
Usikkerhet: et anslag for hvor mye den sanne verdien kan avvike fra måleresultatet.",,0,
kf-vurdere-usikkerhet,skill,Kjemi som fag,Vurdere usikkerhet og feilkilder i et forsøk,"identifisere de viktigste feilkildene i et beskrevet forsøk, vurdere om de er tilfeldige eller systematiske, og vurdere hvordan de kan ha påvirket resultatet.",kf-usikkerhet-feilkilder,2,"Beskriv et kjemiforsøk (gjerne fra egne eller andres data) med et resultat som avviker noe fra forventet verdi, og be eleven identifisere mulige feilkilder og vurdere om de er tilfeldige eller systematiske, samt hvordan de kan ha påvirket resultatet."
kf-modell-teori-begrep,concept,Kjemi som fag,Naturvitenskapelig modell og teori,"En naturvitenskapelig modell er en forenklet representasjon som brukes til å forklare og forutsi fenomener, og en teori er en godt underbygget forklaring støttet av mye empirisk bevis - og at begge kan revideres i lys av nye data.",,0,
kf-modellutvikling,skill,Kjemi som fag,Gjøre rede for hvordan modeller og teorier utvikles,gjøre rede for hvordan en kjemisk modell eller teori (f.eks. atommodeller eller synet på syrer og baser) er blitt utviklet og endret over tid etter hvert som nye data eller observasjoner er kommet til.,kf-modell-teori-begrep,2,"Be eleven velge et eksempel på en kjemisk modell eller teori som har endret seg over tid (f.eks. atommodeller eller synet på syrer/baser), og gjøre rede for hvilke observasjoner eller data som førte til endringen."
kf-forskningssamarbeid,skill,Kjemi som fag,Reflektere over samarbeidets rolle i kunnskapsutvikling,reflektere over hvordan samarbeid mellom forskere - eventuelt på tvers av land eller fagfelt - bidrar til at kjemisk kunnskap utvikles og kvalitetssikres.,kf-modell-teori-begrep,2,"Be eleven reflektere over hvorfor samarbeid mellom forskere (f.eks. fagfellevurdering, internasjonale forskningssamarbeid eller deling av data) er viktig for at ny kjemisk kunnskap skal bli pålitelig og akseptert."
rx-oksidasjonstall,concept,Redoks og elektrokjemi,Oksidasjonstall,"Oksidasjonstallet er den ladningen et atom ville hatt dersom alle bindingene var ioniske, altså om det mest elektronegative atomet fikk alle de felles elektronene. Et grunnstoff har alltid oksidasjonstall 0, et enatomig ion har oksidasjonstall lik ladningen sin, og i en forbindelse eller et polyatomært ion summerer oksidasjonstallene seg til den samlede ladningen.",,0,
rx-bestemme-oksidasjonstall,skill,Redoks og elektrokjemi,Bestemme oksidasjonstall i forbindelser og ioner,"bestemme oksidasjonstallet til hvert atom i en gitt forbindelse eller et gitt ion, ved å bruke reglene for oksidasjonstall.",rx-oksidasjonstall,1,"Gi eleven noen forbindelser eller polyatomære ioner (f.eks. med svovel, nitrogen eller mangan i ulike oksidasjonstrinn), og be dem bestemme oksidasjonstallet til et navngitt atom i hver av dem."
rx-redoksreaksjon-begrep,concept,Redoks og elektrokjemi,Redoksreaksjon,"En redoksreaksjon er en reaksjon der elektroner overføres mellom stoffer, slik at oksidasjonstallet til minst ett atom øker (oksidasjon) og minst ett annet synker (reduksjon).",rx-oksidasjonstall,0,
rx-identifisere-oks-red-middel,skill,Redoks og elektrokjemi,Identifisere oksidasjons- og reduksjonsmiddel,"avgjøre om en gitt reaksjonslikning representerer en redoksreaksjon, og i så fall identifisere hvilket stoff som er oksidasjonsmiddel og hvilket som er reduksjonsmiddel, med begrunnelse i endringen i oksidasjonstall.",rx-redoksreaksjon-begrep,1,"Gi eleven fire reaksjonslikninger der noen er redoksreaksjoner og noen ikke, og be dem avgjøre hvilke som er redoksreaksjoner, samt identifisere oksidasjons- og reduksjonsmiddelet i disse."
rx-balansere-redoks-halvreaksjoner,skill,Redoks og elektrokjemi,Balansere redoksreaksjoner med halvreaksjonsmetoden,"dele en redoksreaksjon i en oksidasjons- og en reduksjons-halvreaksjon, balansere hver halvreaksjon (atomer, ladning, eventuelt H2O og H+/OH- i sure/basiske løsninger), og sette dem sammen til en balansert totalreaksjon.",rx-identifisere-oks-red-middel,2,"Gi eleven en ubalansert redoksreaksjon (gjerne i sur eller basisk løsning), og be dem balansere den ved å sette opp og balansere hver halvreaksjon for seg før de settes sammen."
rx-galvanisk-celle-begrep,concept,Redoks og elektrokjemi,Galvanisk celle,"En galvanisk celle omdanner kjemisk energi fra en spontan redoksreaksjon til elektrisk energi, med separate halvceller forbundet med en saltbro eller porøs skillevegg, og kjenner til anode (oksidasjon) og katode (reduksjon).",rx-redoksreaksjon-begrep,0,
rx-elektrolysecelle-begrep,concept,Redoks og elektrokjemi,Elektrolysecelle,"En elektrolysecelle bruker tilført elektrisk energi til å drive en ikke-spontan redoksreaksjon, i motsetning til den galvaniske cellen.",rx-redoksreaksjon-begrep,0,
rx-standardpotensial-begrep,concept,Redoks og elektrokjemi,Standard reduksjonspotensial,"Standard reduksjonspotensial E° angir hvor lett et stoff lar seg redusere sammenlignet med en standard hydrogenelektrode, og en elektrokjemisk spenningsrekke kan brukes til å sammenligne stoffers evne til å oksidere eller reduseres.",rx-galvanisk-celle-begrep,0,
rx-beregne-cellespenning,skill,Redoks og elektrokjemi,Beregne cellespenning fra standardpotensialer,bruke oppgitte standard reduksjonspotensialer til å regne ut standard cellespenning E°celle for en galvanisk celle (E°celle = E°katode - E°anode).,rx-standardpotensial-begrep,1,"Gi eleven standard reduksjonspotensialer for to halvceller, og be dem bestemme hvilken som er katode og hvilken som er anode, samt regne ut standard cellespenning."
rx-vurdere-spontanitet-redoks,skill,Redoks og elektrokjemi,Vurdere spontanitet ut fra cellespenning,avgjøre om en gitt redoksreaksjon er spontan ved å vurdere fortegnet til den beregnede cellespenningen (positiv E°celle betyr spontan reaksjon).,rx-beregne-cellespenning,1,"Gi eleven to halvreaksjoner med standardpotensialer, og be dem avgjøre om reaksjonen mellom dem forløper spontant i den oppgitte retningen, med begrunnelse i fortegnet til cellespenningen."
rx-faradays-lov-begrep,concept,Redoks og elektrokjemi,"Sammenheng mellom ladning, stoffmengde og tid","Ladningen Q som går gjennom en elektrolysecelle henger sammen med strømstyrken I og tiden t ved Q = I·t, og Q videre henger sammen med stoffmengden elektroner som er overført via Faradaykonstanten F.",rx-elektrolysecelle-begrep,0,
rx-beregne-elektrolyse,skill,Redoks og elektrokjemi,"Beregne masse, stoffmengde, strøm eller tid ved elektrolyse","kombinere Q = I·t med antall mol elektroner per formelenhet til å regne ut massen av et stoff som dannes eller forbrukes ved elektrolyse, eller til å regne ut strømstyrke eller tid gitt en ønsket mengde.",rx-faradays-lov-begrep,2,"Gi eleven en elektrolysecelle med kjent strømstyrke og tid (eller ønsket masse av et produkt), og be dem regne ut massen av stoffet som dannes eller forbrukes ved en av elektrodene, eller strømstyrken/tiden som kreves."
rx-korrosjon-begrep,concept,Redoks og elektrokjemi,Korrosjon,"Korrosjon er en uønsket redoksreaksjon der et metall gradvis oksideres, at ulike metaller korroderer ulikt lett avhengig av standard reduksjonspotensial, og noen metaller (f.eks. aluminium) danner et beskyttende oksidlag (passivering) som bremser videre korrosjon.",rx-standardpotensial-begrep,0,
rx-forklare-korrosjonsbeskyttelse,skill,Redoks og elektrokjemi,Forklare korrosjonsbeskyttelse med offeranode,forklare hvorfor et uedlere metall (f.eks. sink eller magnesium) koblet til en konstruksjon fungerer som offeranode og beskytter et edlere metall (f.eks. jern) mot korrosjon.,rx-korrosjon-begrep,1;2,"Beskriv en metallkonstruksjon (f.eks. et skipsskrog eller en rørledning) beskyttet med en offeranode av et navngitt metall, og be eleven forklare hvorfor akkurat dette metallet fungerer som offeranode, med begrunnelse i standard reduksjonspotensialer."
rx-vurdere-masse-ladning-spenning-energi,skill,Redoks og elektrokjemi,"Vurdere sammenhenger mellom masse, ladning, spenning og energi","kombinere flere av størrelsene masse, stoffmengde, ladning, cellespenning og energi i en samlet vurdering av en elektrokjemisk celle, f.eks. hvor mye elektrisk energi en celle kan levere eller hvor mye reaktant som kreves for en gitt mengde ladning.",rx-beregne-elektrolyse;rx-vurdere-spontanitet-redoks,2,"Gi eleven en elektrokjemisk celle (galvanisk eller elektrolytisk) der flere størrelser (masse, ladning, spenning, energi) skal kobles sammen i én sammenhengende beregning eller vurdering, ikke bare én enkelt formel."
rx-beregne-batterikapasitet,skill,Redoks og elektrokjemi,Beregne kapasiteten til et galvanisk batteri,"bruke massen av den begrensende elektroden/reaktanten i et galvanisk batteri til å regne ut den maksimale ladningen batteriet kan levere, og uttrykke dette som batterikapasitet i amperetimer (Ah).",rx-faradays-lov-begrep;rx-galvanisk-celle-begrep,2,"Gi eleven massen av en elektrode (den begrensende reaktanten) i et galvanisk batteri, samt reaksjonslikningen, og be dem regne ut batterikapasiteten i amperetimer (Ah)."
rx-vurdere-cellekonstruksjon,skill,Redoks og elektrokjemi,Vurdere om en galvanisk celle er riktig satt sammen,"vurdere om en beskrevet eller skissert galvanisk celle er riktig konstruert - riktig valg av elektrolytt i hver halvcelle, riktig saltbro (ioner som ikke reagerer med elektrodene eller elektrolyttene), og riktig kobling for at cellen skal fungere som tiltenkt.",rx-galvanisk-celle-begrep;rx-standardpotensial-begrep,1,"Vis eleven skissen av en galvanisk celle der noe er konstruert feil (f.eks. feil elektrolytt, en saltbro med ioner som feller ut eller reagerer, eller feil kobling), og be dem identifisere og forklare hva som er galt."
rx-gibbs-og-cellespenning,skill,Redoks og elektrokjemi,Koble Gibbs frie energi til cellespenning,"bruke sammenhengen ΔG = -n·F·E° til å regne ut endringen i Gibbs frie energi for en redoksreaksjon fra cellespenningen, eller omvendt.",sp-vurdere-spontanitet;rx-beregne-cellespenning,2,"Gi eleven cellespenningen og antall overførte elektroner for en redoksreaksjon, og be dem regne ut ΔG for reaksjonen, eller omvendt."
lk-kjemisk-likevekt-begrep,concept,Likevekt,Kjemisk likevekt,"En kjemisk likevekt er en dynamisk tilstand der reaksjonen går like raskt begge veier, slik at konsentrasjonene av reaktanter og produkter forblir konstante selv om reaksjonen fortsatt skjer.",,0,
lk-likevektskonstant-begrep,concept,Likevekt,Likevektskonstanten K,"Likevektskonstanten K er et tall som beskriver forholdet mellom konsentrasjonene av produkter og reaktanter ved likevekt for en gitt reaksjon ved en gitt temperatur, og en stor K betyr at likevekten ligger langt mot produktsiden.",lk-kjemisk-likevekt-begrep,0,
lk-heterogen-likevekt-begrep,concept,Likevekt,Heterogen likevekt,"Rene faste stoffer og rene væsker ikke skal tas med i uttrykket for likevektskonstanten, fordi konsentrasjonen (aktiviteten) deres regnes som konstant.",lk-likevektskonstant-begrep,0,
lk-sette-opp-k-uttrykk,skill,Likevekt,Sette opp uttrykk for likevektskonstanten,"sette opp et korrekt uttrykk for likevektskonstanten K til en gitt, balansert reaksjonslikning, inkludert å utelate rene faste stoffer og rene væsker.",lk-likevektskonstant-begrep;lk-heterogen-likevekt-begrep,1,"Gi eleven en balansert reaksjonslikning (gjerne med et fast stoff eller en ren væske blant reaktantene eller produktene), og be dem sette opp korrekt uttrykk for likevektskonstanten K."
lk-beregne-k,skill,Likevekt,Beregne likevektskonstanten fra likevektskonsentrasjoner,regne ut den numeriske verdien av K når konsentrasjonene av alle reaktanter og produkter ved likevekt er oppgitt.,lk-sette-opp-k-uttrykk,2,"Gi eleven likevektskonsentrasjonene til alle stoffene i en reaksjon, og be dem regne ut likevektskonstanten K."
lk-beregne-likevektskonsentrasjoner,skill,Likevekt,Beregne likevektskonsentrasjoner fra K,"bruke en ICE-tabell (initial, endring, likevekt) sammen med en kjent K-verdi og startkonsentrasjoner til å regne ut konsentrasjonene av alle stoffer ved likevekt.",lk-sette-opp-k-uttrykk,2,"Gi eleven startkonsentrasjoner og K-verdien for en reaksjon, og be dem sette opp en ICE-tabell og regne ut likevektskonsentrasjonene til alle stoffene."
lk-reaksjonskvotient-begrep,concept,Likevekt,Reaksjonskvotienten Q,"Reaksjonskvotienten Q har samme form som uttrykket for likevektskonstanten K, men beregnes fra konsentrasjonene på et vilkårlig tidspunkt (ikke nødvendigvis ved likevekt).",lk-sette-opp-k-uttrykk,0,
lk-vurdere-retning-med-q,skill,Likevekt,Vurdere reaksjonsretning ved å sammenligne Q og K,"regne ut Q for en blanding som ikke er ved likevekt, sammenligne Q med K, og avgjøre om reaksjonen vil forløpe mot produkt- eller reaktantsiden for å nå likevekt (Q&lt;K: mot produkt, Q&gt;K: mot reaktant).",lk-reaksjonskvotient-begrep,1,"Gi eleven startkonsentrasjonene til en reaksjon som ikke er ved likevekt, samt likevektskonstanten K, og be dem regne ut Q og avgjøre hvilken vei reaksjonen forløper for å nå likevekt."
lk-tolke-konsentrasjon-tid-graf,skill,Likevekt,Tolke en konsentrasjon-tid-graf for en likevektsreaksjon,"lese av en graf som viser konsentrasjonen til flere stoffer i en likevektsreaksjon over tid, avgjøre når systemet når likevekt, koble hver kurve til riktig stoff (ut fra støkiometri og start-/likevektsverdier), og kjenne igjen når en påkjenning forstyrrer en allerede etablert likevekt.",lk-kjemisk-likevekt-begrep;lk-le-chateliers-prinsipp-begrep,1,"Vis eleven en graf av konsentrasjon mot tid for flere stoffer i en likevektsreaksjon, eventuelt med en påkjenning innført på et gitt tidspunkt, og be dem koble kurvene til riktig stoff samt beskrive hva som skjer ved det gitte tidspunktet."
lk-le-chateliers-prinsipp-begrep,concept,Likevekt,Le Chateliers prinsipp,"Le Chateliers prinsipp sier at en likevekt som utsettes for en påkjenning (endring i konsentrasjon, trykk eller temperatur) forskyver seg i den retningen som motvirker påkjenningen.",lk-kjemisk-likevekt-begrep,0,
lk-forutsi-likevektsforskyvning,skill,Likevekt,Forutsi hvordan en likevekt forskyves,"forutsi om en gitt likevekt forskyves mot produkt- eller reaktantsiden når konsentrasjonen til et stoff, trykket eller temperaturen endres, med begrunnelse i Le Chateliers prinsipp.",lk-le-chateliers-prinsipp-begrep,1,"Gi eleven en likevektsreaksjon og en beskrevet endring (f.eks. tilsatt reaktant, redusert volum, eller økt temperatur), og be dem forutsi i hvilken retning likevekten forskyves, med begrunnelse."
lk-forklare-observasjoner-med-le-chatelier,skill,Likevekt,Forklare observasjoner ved hjelp av Le Chateliers prinsipp,"bruke Le Chateliers prinsipp til å forklare en observert fargeendring eller annen observasjon i et forsøk med en likevektsreaksjon, som følge av en påkjenning.",lk-forutsi-likevektsforskyvning,2,"Beskriv et forsøk med en likevekt som gir en synlig fargeendring (f.eks. en kobolt- eller kromatlikevekt) når en påkjenning tilføres, og be eleven forklare observasjonen ved hjelp av Le Chateliers prinsipp."
sp-eksoterm-endoterm-begrep,concept,"Entropi, entalpi og spontanitet",Eksoterm og endoterm prosess,En eksoterm prosess avgir varme til omgivelsene (ΔH negativ) og en endoterm prosess tar opp varme fra omgivelsene (ΔH positiv).,,0,
sp-entropi-begrep,concept,"Entropi, entalpi og spontanitet",Entropi,"Entropi S er et mål på graden av uorden/antall mulige tilstander i et system, og entropien til et system generelt øker når stoffmengden gass øker, når et stoff smelter/fordamper, eller når et fast stoff/en væske løses opp.",,0,
sp-entalpi-begrep,concept,"Entropi, entalpi og spontanitet",Entalpi,"Entalpi H er et mål på den varmen som utveksles med omgivelsene ved konstant trykk, og reaksjonsentalpien ΔH er negativ for eksoterme og positiv for endoterme reaksjoner.",sp-eksoterm-endoterm-begrep,0,
sp-gibbs-fri-energi-begrep,concept,"Entropi, entalpi og spontanitet",Gibbs frie energi,"Gibbs frie energi G kombinerer entalpi og entropi gjennom ΔG = ΔH - TΔS, og fortegnet til ΔG avgjør om en prosess er spontan.",sp-entropi-begrep;sp-entalpi-begrep,0,
sp-beregne-fri-energi,skill,"Entropi, entalpi og spontanitet",Beregne endring i Gibbs frie energi,"regne ut ΔG for en reaksjon ved en gitt temperatur, gitt ΔH og ΔS for reaksjonen.",sp-gibbs-fri-energi-begrep,1,"Gi eleven ΔH og ΔS for en reaksjon samt en temperatur, og be dem regne ut ΔG ved denne temperaturen."
sp-vurdere-spontanitet,skill,"Entropi, entalpi og spontanitet",Vurdere spontanitet ut fra fortegnet til ΔG,"avgjøre om en reaksjon er spontan (ΔG negativ), ikke-spontan (ΔG positiv) eller ved likevekt (ΔG = 0) ut fra fortegnet til den beregnede eller oppgitte frie energien.",sp-beregne-fri-energi,1,"Gi eleven ΔG-verdien (eller nok informasjon til å beregne den) for en reaksjon, og be dem avgjøre om reaksjonen er spontan, ikke-spontan, eller ved likevekt."
sp-temperaturens-betydning-for-spontanitet,skill,"Entropi, entalpi og spontanitet",Vurdere hvordan temperaturen påvirker spontaniteten,"vurdere, for en gitt kombinasjon av fortegn på ΔH og ΔS, ved hvilke temperaturer en reaksjon er spontan - inkludert å regne ut temperaturen der ΔG = 0 (likevektstemperaturen).",sp-vurdere-spontanitet,2,"Gi eleven en reaksjon med kjent ΔH og ΔS med motsatt fortegn på entalpi- og entropibidraget, og be dem vurdere ved hvilke temperaturer reaksjonen er spontan, eventuelt ved å regne ut temperaturen der ΔG = 0."
sp-entropi-entalpi-og-likevekt,skill,"Entropi, entalpi og spontanitet",Bruke entropi og entalpi til å forklare endringer i et likevektsystem,"forklare, ved hjelp av entropi og entalpi, hvorfor en likevekt forskyver seg som den gjør når temperaturen endres, og koble dette til Le Chateliers prinsipp.",sp-vurdere-spontanitet;lk-forutsi-likevektsforskyvning,2,"Gi eleven en likevektsreaksjon med kjent fortegn på reaksjonsentalpien, og be dem forklare - ved hjelp av entropi og entalpi, ikke bare Le Chateliers prinsipp i ord - hvorfor likevekten forskyves som den gjør når temperaturen økes eller senkes."
sp-gibbs-og-likevektskonstant,skill,"Entropi, entalpi og spontanitet",Koble Gibbs frie energi til likevektskonstanten,"bruke sammenhengen ΔG° = -RT·ln(K) til å regne ut K fra ΔG° eller ΔG° fra K, og tolke en stor negativ ΔG° som en stor K, altså en likevekt langt mot produktsiden.",sp-vurdere-spontanitet;lk-likevektskonstant-begrep,2,"Gi eleven ΔG° (eller nok informasjon til å beregne den) for en reaksjon ved en gitt temperatur, og be dem regne ut likevektskonstanten K, eller omvendt."
sp-beregne-varme-fra-temperaturendring,skill,"Entropi, entalpi og spontanitet",Beregne varmemengde fra temperaturendring,"bruke q = m·c·ΔT til å regne ut varmemengden som er tatt opp eller avgitt av en gitt mengde stoff (f.eks. en vannløsning) med kjent spesifikk varmekapasitet, når temperaturen endres.",sp-eksoterm-endoterm-begrep,2,"Gi eleven massen, den spesifikke varmekapasiteten og temperaturendringen til en løsning (f.eks. etter en nøytraliseringsreaksjon), og be dem regne ut hvor mye varme som er tatt opp eller avgitt."
sb-syre-base-begrep,concept,"Syrer, baser og buffere",Syre og base (Brønsted-Lowry),"En Brønsted-Lowry-syre er et stoff som avgir et proton (H+) og en Brønsted-Lowry-base er et stoff som tar opp et proton, og kjenner igjen korresponderende syre-base-par.",,0,
sb-kw-begrep,concept,"Syrer, baser og buffere",Vannets ionprodukt Kw,"Rent vann autoioniserer svakt, slik at [H3O+][OH-] = Kw = 1,0·10^-14 ved 25 °C, og dette gir sammenhengen pH + pOH = 14 ved denne temperaturen.",sb-syre-base-begrep,0,
sb-ph-poh-begrep,concept,"Syrer, baser og buffere",pH og pOH,"PH = -log[H3O+] og pOH = -log[OH-] er mål på surhet og basiskhet til en løsning, og hvordan disse henger sammen via Kw.",sb-kw-begrep,0,
sb-beregne-ph-sterk-syre-base,skill,"Syrer, baser og buffere",Beregne pH for sterke syrer og baser,"regne ut pH (eller pOH) i en løsning av en sterk syre eller sterk base med kjent konsentrasjon, ut fra at disse antas å være fullstendig ionisert/dissosiert.",sb-ph-poh-begrep,1,"Gi eleven konsentrasjonen til en løsning av en sterk syre eller sterk base, og be dem regne ut pH i løsningen."
sb-syre-basekonstant-begrep,concept,"Syrer, baser og buffere",Syrekonstanten Ka og basekonstanten Kb,"Ka og Kb er likevektskonstanter som beskriver hvor fullstendig en svak syre eller svak base ioniserer i vann, og en større Ka/Kb betyr en sterkere svak syre/base.",sb-syre-base-begrep;lk-likevektskonstant-begrep,0,
sb-beregne-ph-svak-syre-base,skill,"Syrer, baser og buffere",Beregne pH for svake syrer og baser,bruke Ka eller Kb sammen med en ICE-tabell til å regne ut pH i en løsning av en svak syre eller svak base med kjent startkonsentrasjon.,sb-syre-basekonstant-begrep;sb-beregne-ph-sterk-syre-base;lk-beregne-likevektskonsentrasjoner,2,"Gi eleven startkonsentrasjonen og Ka (eller Kb) for en svak syre (eller base), og be dem regne ut pH i løsningen ved hjelp av en ICE-tabell. Eksamen bruker ofte en polyprotisk syre (f.eks. eplesyre, sitronsyre eller fosforsyre) der eleven bare skal bruke det første protolysetrinnet (Ka1) - gjør eleven oppmerksom på dette der det er relevant."
sb-buffer-begrep,concept,"Syrer, baser og buffere",Buffer,"En buffer er en løsning som inneholder en svak syre og dens korresponderende base (eller omvendt) i betydelige mengder, og en slik løsning motstår store pH-endringer når det tilsettes små mengder syre eller base.",sb-syre-basekonstant-begrep,0,
sb-beregne-ph-buffer,skill,"Syrer, baser og buffere",Beregne pH i en bufferløsning,regne ut pH i en bufferløsning ut fra Ka og forholdet mellom konsentrasjonen av den svake syren og dens korresponderende base (Henderson-Hasselbalch).,sb-buffer-begrep;sb-beregne-ph-svak-syre-base,2,"Gi eleven konsentrasjonene av en svak syre og dens korresponderende base i en bufferløsning, samt Ka, og be dem regne ut pH i bufferen."
sb-forklare-bufferkapasitet,skill,"Syrer, baser og buffere",Forklare hvordan en buffer motstår pH-endring,"forklare, med reaksjonslikninger, hvordan syre- og basekomponenten i en buffer hver for seg reagerer med tilsatt H3O+ eller OH- slik at pH endres lite.",sb-beregne-ph-buffer,1,"Gi eleven en bufferløsning og en liten mengde tilsatt sterk syre eller sterk base, og be dem forklare - med reaksjonslikning - hvordan bufferen motvirker at pH endres mye."
sb-drofte-buffere-i-prosesser,skill,"Syrer, baser og buffere",Drøfte betydningen av buffere i naturlige og industrielle prosesser,"drøfte hvorfor stabil pH, opprettholdt av en buffer, er viktig i en gitt naturlig (f.eks. blod eller havvann) eller industriell prosess.",sb-forklare-bufferkapasitet,2,"Gi eleven et eksempel på en naturlig (f.eks. blodets pH-regulering) eller industriell prosess som er avhengig av en buffer, og be dem drøfte hvorfor stabil pH er viktig der, og hva som kunne skjedd uten bufferen."
sb-indikator-begrep,concept,"Syrer, baser og buffere",pH-indikator,"En pH-indikator er et stoff som skifter farge innenfor et bestemt pH-område, og valg av indikator til en titrering avhenger av pH ved ekvivalenspunktet.",sb-ph-poh-begrep,0,
